,K,alpha,k,accuracy,precision,recall
1142,10.0,144.0,89.0,0.73,"[0.83333333 0.37037037 0.875      0.875      0.71428571 1.
 1.         1.         0.85714286 0.76923077]","[1.         1.         0.58333333 0.77777778 0.45454545 0.33333333
 0.6        0.9        0.66666667 1.        ]"
1143,10.0,144.0,144.0,0.71,"[0.83333333 0.37037037 0.85714286 0.77777778 0.71428571 1.
 0.85714286 1.         0.85714286 0.76923077]","[1.         1.         0.5        0.77777778 0.45454545 0.22222222
 0.6        0.9        0.66666667 1.        ]"
1144,10.0,144.0,1.0,0.88,"[0.90909091 0.90909091 1.         1.         0.9        0.85714286
 0.83333333 0.75       1.         0.72727273]","[1.         1.         0.91666667 0.88888889 0.81818182 0.66666667
 1.         0.9        0.77777778 0.8       ]"
1145,10.0,144.0,2.0,0.87,"[0.90909091 0.90909091 1.         0.81818182 0.78571429 0.875
 0.90909091 0.75       1.         0.83333333]","[1.         1.         0.91666667 1.         1.         0.77777778
 1.         0.9        0.55555556 0.5       ]"
1146,10.0,144.0,3.0,0.9,"[1.         0.90909091 1.         1.         0.90909091 0.8
 0.90909091 0.75       1.         0.8       ]","[1.         1.         0.91666667 0.77777778 0.90909091 0.88888889
 1.         0.9        0.77777778 0.8       ]"
1147,10.0,144.0,5.0,0.9,"[1.         0.90909091 1.         0.81818182 1.         0.85714286
 0.83333333 0.9        1.         0.76923077]","[1.         1.         0.91666667 1.         0.72727273 0.66666667
 1.         0.9        0.77777778 1.        ]"
1148,10.0,144.0,8.0,0.87,"[0.90909091 0.90909091 1.         0.9        1.         0.875
 0.83333333 0.75       1.         0.66666667]","[1.         1.         0.91666667 1.         0.63636364 0.77777778
 1.         0.9        0.66666667 0.8       ]"
1149,10.0,144.0,13.0,0.83,"[1.         0.83333333 1.         0.7        1.         0.75
 0.81818182 0.69230769 1.         0.66666667]","[1.         1.         0.91666667 0.77777778 0.63636364 0.66666667
 0.9        0.9        0.66666667 0.8       ]"
1150,10.0,144.0,21.0,0.83,"[1.         0.90909091 0.91666667 0.66666667 1.         0.66666667
 0.83333333 0.72727273 1.         0.69230769]","[1.         1.         0.91666667 0.66666667 0.63636364 0.66666667
 1.         0.8        0.66666667 0.9       ]"
1151,10.0,144.0,34.0,0.81,"[0.90909091 0.625      1.         0.75       1.         0.625
 0.81818182 0.9        1.         0.66666667]","[1.         1.         0.83333333 0.66666667 0.63636364 0.55555556
 0.9        0.9        0.77777778 0.8       ]"
1152,10.0,144.0,55.0,0.78,"[0.90909091 0.55555556 1.         0.66666667 1.         0.6
 0.81818182 0.88888889 1.         0.61538462]","[1.         1.         0.83333333 0.66666667 0.63636364 0.33333333
 0.9        0.8        0.77777778 0.8       ]"
1153,10.0,144.0,89.0,0.73,"[1.         0.45454545 1.         0.6        0.85714286 0.5
 0.81818182 0.875      0.75       0.66666667]","[1.         1.         0.83333333 0.66666667 0.54545455 0.11111111
 0.9        0.7        0.66666667 0.8       ]"
1154,10.0,144.0,144.0,0.67,"[1.         0.34482759 1.         0.5        1.         1.
 0.8        0.8        0.83333333 0.57142857]","[1.         1.         0.83333333 0.44444444 0.63636364 0.11111111
 0.8        0.4        0.55555556 0.8       ]"
1155,10.0,144.0,1.0,0.85,"[0.83333333 0.83333333 1.         0.9        0.77777778 1.
 1.         0.8        0.85714286 0.58333333]","[1.         1.         0.91666667 1.         0.7        0.88888889
 0.9        0.72727273 0.66666667 0.7       ]"
1156,10.0,144.0,2.0,0.83,"[0.76923077 0.76923077 0.92307692 0.72727273 0.66666667 0.875
 1.         0.88888889 1.         0.85714286]","[1.         1.         1.         0.88888889 0.8        0.77777778
 0.9        0.72727273 0.55555556 0.6       ]"
1157,10.0,144.0,3.0,0.84,"[0.76923077 0.76923077 1.         0.9        0.72727273 0.88888889
 1.         0.8        0.85714286 0.77777778]","[1.         1.         0.75       1.         0.8        0.88888889
 0.9        0.72727273 0.66666667 0.7       ]"
1158,10.0,144.0,5.0,0.82,"[0.76923077 0.71428571 1.         0.9        0.66666667 0.88888889
 1.         0.875      0.83333333 0.66666667]","[1.         1.         0.83333333 1.         0.8        0.88888889
 0.9        0.63636364 0.55555556 0.6       ]"
1159,10.0,144.0,8.0,0.85,"[0.76923077 0.76923077 1.         0.81818182 0.66666667 1.
 1.         0.88888889 0.85714286 0.85714286]","[1.         1.         0.91666667 1.         0.8        0.88888889
 0.9        0.72727273 0.66666667 0.6       ]"
1160,10.0,144.0,13.0,0.82,"[0.76923077 0.66666667 1.         0.81818182 0.72727273 1.
 1.         0.77777778 0.83333333 0.75      ]","[1.         1.         0.83333333 1.         0.8        0.88888889
 0.9        0.63636364 0.55555556 0.6       ]"
1161,10.0,144.0,21.0,0.8,"[0.83333333 0.625      1.         0.81818182 0.66666667 1.
 0.90909091 0.77777778 0.83333333 0.66666667]","[1.         1.         0.83333333 1.         0.6        0.77777778
 1.         0.63636364 0.55555556 0.6       ]"
1162,10.0,144.0,34.0,0.8,"[0.83333333 0.625      1.         0.81818182 0.63636364 1.
 1.         0.8        0.83333333 0.625     ]","[1.         1.         0.75       1.         0.7        0.77777778
 1.         0.72727273 0.55555556 0.5       ]"
1163,10.0,144.0,55.0,0.75,"[0.81818182 0.52631579 1.         0.8        0.6        1.
 0.90909091 0.8        0.8        0.55555556]","[0.9        1.         0.75       0.88888889 0.6        0.66666667
 1.         0.72727273 0.44444444 0.5       ]"
1164,10.0,144.0,89.0,0.71,"[0.81818182 0.43478261 1.         0.8        0.55555556 1.
 0.90909091 0.77777778 0.8        0.55555556]","[0.9        1.         0.66666667 0.88888889 0.5        0.55555556
 1.         0.63636364 0.44444444 0.5       ]"
1165,10.0,144.0,144.0,0.65,"[0.81818182 0.35714286 1.         0.75       0.625      1.
 0.90909091 0.75       0.8        0.45454545]","[0.9        1.         0.58333333 0.66666667 0.5        0.33333333
 1.         0.54545455 0.44444444 0.5       ]"
1166,10.0,144.0,1.0,0.87,"[1.         0.8        1.         0.81818182 0.77777778 0.88888889
 1.         0.81818182 1.         0.66666667]","[1.         0.88888889 0.83333333 1.         0.7        0.88888889
 1.         0.81818182 0.77777778 0.8       ]"
1167,10.0,144.0,2.0,0.85,"[0.91666667 0.72727273 0.81818182 0.81818182 0.81818182 0.875
 1.         0.81818182 1.         0.75      ]","[1.         0.88888889 0.75       1.         0.9        0.77777778
 1.         0.81818182 0.77777778 0.6       ]"
1168,10.0,144.0,3.0,0.86,"[1.         0.8        0.84615385 0.9        0.75       1.
 1.         0.81818182 1.         0.61538462]","[1.         0.88888889 0.91666667 1.         0.6        0.77777778
 1.         0.81818182 0.77777778 0.8       ]"
1169,10.0,144.0,5.0,0.86,"[1.         0.8        0.84615385 0.75       0.875      1.
 1.         0.8        1.         0.66666667]","[1.         0.88888889 0.91666667 1.         0.7        0.77777778
 1.         0.72727273 0.77777778 0.8       ]"
1170,10.0,144.0,8.0,0.83,"[0.84615385 0.72727273 0.81818182 0.81818182 1.         1.
 0.90909091 0.8        1.         0.61538462]","[1.         0.88888889 0.75       1.         0.7        0.77777778
 1.         0.72727273 0.66666667 0.8       ]"
1171,10.0,144.0,13.0,0.81,"[0.84615385 0.72727273 0.9        0.8        1.         1.
 0.90909091 0.72727273 0.85714286 0.57142857]","[1.         0.88888889 0.75       0.88888889 0.6        0.77777778
 1.         0.72727273 0.66666667 0.8       ]"
1172,10.0,144.0,21.0,0.79,"[0.84615385 0.72727273 0.88888889 0.8        0.85714286 0.875
 0.90909091 0.72727273 0.83333333 0.57142857]","[1.         0.88888889 0.66666667 0.88888889 0.6        0.77777778
 1.         0.72727273 0.55555556 0.8       ]"
1173,10.0,144.0,34.0,0.79,"[0.90909091 0.66666667 0.88888889 0.81818182 0.85714286 1.
 0.83333333 0.72727273 1.         0.53333333]","[0.90909091 0.88888889 0.66666667 1.         0.6        0.66666667
 1.         0.72727273 0.66666667 0.8       ]"
1174,10.0,144.0,55.0,0.74,"[0.84615385 0.53333333 0.85714286 0.75       0.77777778 1.
 0.9        0.72727273 1.         0.5       ]","[1.         0.88888889 0.5        1.         0.7        0.33333333
 0.9        0.72727273 0.66666667 0.7       ]"
1175,10.0,144.0,89.0,0.67,"[0.9        0.47058824 0.85714286 0.8        0.75       1.
 0.72727273 0.61538462 1.         0.375     ]","[0.81818182 0.88888889 0.5        0.88888889 0.6        0.22222222
 0.8        0.72727273 0.66666667 0.6       ]"
1176,10.0,144.0,144.0,0.64,"[0.88888889 0.36363636 0.875      0.66666667 0.85714286 1.
 0.7        0.8        1.         0.42105263]","[0.72727273 0.88888889 0.58333333 0.66666667 0.6        0.11111111
 0.7        0.72727273 0.55555556 0.8       ]"
1177,10.0,144.0,1.0,0.79,"[0.78571429 0.9        1.         0.85714286 1.         0.72727273
 0.81818182 0.66666667 0.85714286 0.58333333]","[1.         1.         0.58333333 0.66666667 0.6        0.88888889
 0.9        0.90909091 0.66666667 0.7       ]"
1178,10.0,144.0,2.0,0.85,"[0.78571429 0.75       1.         0.9        1.         0.9
 0.9        0.64705882 1.         1.        ]","[1.         1.         0.66666667 1.         0.9        1.
 0.9        1.         0.55555556 0.5       ]"
1179,10.0,144.0,3.0,0.87,"[0.91666667 0.75       1.         0.875      0.88888889 0.81818182
 0.9        0.84615385 0.83333333 0.88888889]","[1.         1.         0.83333333 0.77777778 0.8        1.
 0.9        1.         0.55555556 0.8       ]"
1180,10.0,144.0,5.0,0.84,"[0.91666667 0.75       1.         0.875      0.875      0.8
 0.9        0.78571429 0.75       0.77777778]","[1.         1.         0.75       0.77777778 0.7        0.88888889
 0.9        1.         0.66666667 0.7       ]"
1181,10.0,144.0,8.0,0.83,"[1.         0.64285714 1.         0.77777778 0.875      0.77777778
 0.90909091 0.9        0.83333333 0.66666667]","[1.         1.         0.83333333 0.77777778 0.7        0.77777778
 1.         0.81818182 0.55555556 0.8       ]"
1182,10.0,144.0,13.0,0.85,"[1.         0.69230769 1.         0.88888889 0.875      0.72727273
 0.90909091 0.9        1.         0.66666667]","[1.         1.         0.83333333 0.88888889 0.7        0.88888889
 1.         0.81818182 0.55555556 0.8       ]"
1183,10.0,144.0,21.0,0.81,"[0.91666667 0.64285714 1.         0.8        0.85714286 0.77777778
 0.90909091 0.88888889 1.         0.57142857]","[1.         1.         0.75       0.88888889 0.6        0.77777778
 1.         0.72727273 0.55555556 0.8       ]"
1184,10.0,144.0,34.0,0.79,"[1.         0.47368421 1.         0.875      0.85714286 0.875
 0.90909091 0.88888889 1.         0.57142857]","[1.         1.         0.83333333 0.77777778 0.6        0.77777778
 1.         0.72727273 0.33333333 0.8       ]"
1185,10.0,144.0,55.0,0.74,"[0.91666667 0.42857143 1.         0.83333333 1.         0.85714286
 0.90909091 0.875      0.75       0.52941176]","[1.         1.         0.66666667 0.55555556 0.6        0.66666667
 1.         0.63636364 0.33333333 0.9       ]"
1186,10.0,144.0,89.0,0.67,"[0.83333333 0.36       1.         0.83333333 0.85714286 0.83333333
 0.76923077 0.77777778 1.         0.53333333]","[0.90909091 1.         0.41666667 0.55555556 0.6        0.55555556
 1.         0.63636364 0.22222222 0.8       ]"
1187,10.0,144.0,144.0,0.6,"[0.83333333 0.3        1.         0.8        0.83333333 0.66666667
 0.77777778 0.72727273 0.5        0.5       ]","[0.90909091 1.         0.5        0.44444444 0.5        0.22222222
 0.7        0.72727273 0.22222222 0.7       ]"
1188,10.0,144.0,1.0,0.87,"[0.84615385 0.81818182 0.92307692 0.88888889 0.8        1.
 0.90909091 0.83333333 1.         0.71428571]","[1.         1.         1.         0.88888889 0.8        0.88888889
 1.         0.90909091 0.66666667 0.5       ]"
1189,10.0,144.0,2.0,0.83,"[0.84615385 0.81818182 0.8        0.77777778 0.88888889 0.77777778
 0.9        0.76923077 1.         0.83333333]","[1.         1.         1.         0.77777778 0.8        0.77777778
 0.9        0.90909091 0.55555556 0.5       ]"
1190,10.0,144.0,3.0,0.87,"[0.84615385 0.81818182 0.91666667 0.875      0.81818182 0.88888889
 1.         0.90909091 0.85714286 0.75      ]","[1.         1.         0.91666667 0.77777778 0.9        0.88888889
 1.         0.90909091 0.66666667 0.6       ]"
1191,10.0,144.0,5.0,0.85,"[0.84615385 0.75       0.91666667 0.8        1.         0.875
 1.         0.83333333 0.83333333 0.7       ]","[1.         1.         0.91666667 0.88888889 0.7        0.77777778
 1.         0.90909091 0.55555556 0.7       ]"
1192,10.0,144.0,8.0,0.87,"[0.84615385 0.75       1.         0.875      0.88888889 0.88888889
 1.         0.83333333 0.83333333 0.77777778]","[1.         1.         1.         0.77777778 0.8        0.88888889
 1.         0.90909091 0.55555556 0.7       ]"
1193,10.0,144.0,13.0,0.88,"[0.84615385 0.69230769 1.         0.88888889 0.88888889 0.88888889
 1.         0.83333333 1.         0.875     ]","[1.         1.         1.         0.88888889 0.8        0.88888889
 1.         0.90909091 0.55555556 0.7       ]"
1194,10.0,144.0,21.0,0.85,"[0.84615385 0.64285714 1.         0.88888889 0.81818182 0.875
 1.         0.81818182 0.83333333 0.85714286]","[1.         1.         0.91666667 0.88888889 0.9        0.77777778
 1.         0.81818182 0.55555556 0.6       ]"
1195,10.0,144.0,34.0,0.81,"[0.84615385 0.6        1.         0.77777778 0.9        0.71428571
 1.         0.81818182 0.83333333 0.7       ]","[1.         1.         0.75       0.77777778 0.9        0.55555556
 1.         0.81818182 0.55555556 0.7       ]"
1196,10.0,144.0,55.0,0.82,"[0.84615385 0.5625     1.         0.77777778 0.9        0.71428571
 1.         0.90909091 0.71428571 0.88888889]","[1.         1.         0.66666667 0.77777778 0.9        0.55555556
 1.         0.90909091 0.55555556 0.8       ]"
1197,10.0,144.0,89.0,0.79,"[0.91666667 0.5        1.         0.77777778 0.8        0.8
 1.         0.90909091 0.75       0.7       ]","[1.         1.         0.66666667 0.77777778 0.8        0.44444444
 0.9        0.90909091 0.66666667 0.7       ]"
1198,10.0,144.0,144.0,0.73,"[0.84615385 0.34615385 1.         0.75       0.8        0.66666667
 1.         0.90909091 1.         0.75      ]","[1.         1.         0.58333333 0.66666667 0.8        0.22222222
 0.9        0.90909091 0.55555556 0.6       ]"
1199,10.0,144.0,1.0,0.88,"[1.         1.         0.92857143 0.75       0.88888889 0.875
 1.         1.         0.83333333 0.58333333]","[1.         0.88888889 1.         1.         0.8        0.875
 1.         0.90909091 0.5        0.77777778]"
1200,10.0,144.0,2.0,0.84,"[0.84615385 0.72727273 0.85714286 0.72727273 0.875      0.875
 1.         1.         0.83333333 0.7       ]","[1.         0.88888889 0.92307692 0.88888889 0.7        0.875
 0.9        0.90909091 0.5        0.77777778]"
1201,10.0,144.0,3.0,0.86,"[0.91666667 0.72727273 0.92307692 0.72727273 0.875      1.
 1.         1.         0.85714286 0.66666667]","[1.         0.88888889 0.92307692 0.88888889 0.7        0.875
 1.         0.81818182 0.6        0.88888889]"
1202,10.0,144.0,5.0,0.84,"[0.83333333 0.72727273 0.92307692 0.8        1.         0.88888889
 0.9        0.9        0.85714286 0.63636364]","[0.90909091 0.88888889 0.92307692 0.88888889 0.7        1.
 0.9        0.81818182 0.6        0.77777778]"
1203,10.0,144.0,8.0,0.86,"[0.91666667 0.72727273 0.92307692 0.8        1.         1.
 1.         0.9        0.875      0.61538462]","[1.         0.88888889 0.92307692 0.88888889 0.6        0.875
 1.         0.81818182 0.7        0.88888889]"
1204,10.0,144.0,13.0,0.83,"[0.84615385 0.66666667 1.         0.88888889 0.75       1.
 1.         0.9        0.75       0.64285714]","[1.         0.88888889 0.92307692 0.88888889 0.6        0.875
 0.7        0.81818182 0.6        1.        ]"
1205,10.0,144.0,21.0,0.79,"[0.90909091 0.61538462 1.         0.88888889 0.71428571 1.
 0.77777778 0.9        0.77777778 0.5       ]","[0.90909091 0.88888889 0.92307692 0.88888889 0.5        0.75
 0.7        0.81818182 0.7        0.77777778]"
1206,10.0,144.0,34.0,0.76,"[0.84615385 0.53333333 1.         0.7        0.83333333 0.8
 1.         0.81818182 0.71428571 0.57142857]","[1.         0.88888889 0.92307692 0.77777778 0.5        0.5
 0.7        0.81818182 0.5        0.88888889]"
1207,10.0,144.0,55.0,0.74,"[0.83333333 0.47058824 1.         0.77777778 0.66666667 0.8
 0.83333333 0.83333333 0.71428571 0.63636364]","[0.90909091 0.88888889 0.92307692 0.77777778 0.6        0.5
 0.5        0.90909091 0.5        0.77777778]"
1208,10.0,144.0,89.0,0.68,"[0.81818182 0.4        1.         0.66666667 0.57142857 0.75
 0.83333333 0.90909091 0.8        0.46666667]","[0.81818182 0.88888889 0.92307692 0.66666667 0.4        0.375
 0.5        0.90909091 0.4        0.77777778]"
1209,10.0,144.0,144.0,0.62,"[0.75       0.36363636 1.         0.75       0.5        0.5
 0.83333333 0.88888889 0.8        0.36842105]","[0.81818182 0.88888889 0.84615385 0.66666667 0.3        0.125
 0.5        0.72727273 0.4        0.77777778]"
